Timestamp (seconds),Torque [Raw Reading]
0.104,9.90160125
0.104,9.897873625
0.104,9.896680785000001
0.104,9.936790030000001
0.105,9.875507875
0.105,9.928887465
0.105,9.925159840000001
0.105,9.856720645000001
0.105,9.930378515000001
0.105,9.885945225
0.105,9.87804266
0.105,9.928291045
0.105,9.909652920000001
0.105,9.913827860000001
0.105,9.872525775
0.106,9.916213540000001
0.106,9.94036855
0.106,9.902048565000001
0.12,9.929334780000001
0.12,9.929782095
0.12,9.92366879
0.12,9.934404350000001
0.12,9.894295105000001
0.12,9.94156139
0.12,9.908609185000001
0.12,9.884006860000001
0.12,9.974811805
0.12,9.912784125
0.121,9.893698685
0.121,9.87953371
0.121,9.880577445
0.121,9.90040841
0.121,9.88967285
0.121,9.863877685
0.121,9.883559545
0.121,9.875209665
0.121,9.88102476
0.121,9.874315035
0.121,9.92724731
0.121,9.899066465
0.122,9.919642955
0.122,9.879682815
0.122,9.917555485000001
0.122,9.868499940000001
0.136,9.917257275
0.136,9.917704590000001
0.136,9.868052625
0.136,9.907416345
0.136,9.86611426
0.136,9.9418596
0.136,9.905030665
0.136,9.91472249
0.136,9.882664915000001
0.136,9.946780065
0.137,9.90786366
0.138,9.862386635
0.138,9.915020700000001
0.138,9.873569510000001
0.138,9.878191765
0.138,9.8822176
0.138,9.89891736
0.138,9.909951130000001
0.138,9.8792355
0.138,9.92575626
0.138,9.909951130000001
0.139,9.842108355
0.139,9.9269491
0.139,9.882515810000001
0.139,9.906819925
0.139,9.846879715
0.152,9.88758538
0.152,9.94394707
0.152,9.9180028
0.152,9.90488156
0.152,9.904732455000001
0.152,9.882366705
0.152,9.93917571
0.152,9.921730425
0.152,9.933062405000001
0.152,9.912336810000001
0.153,9.907714555
0.153,9.891014795
0.153,9.877297135000001
0.153,9.888330905
0.153,9.929782095
0.153,9.94513991
0.153,9.905328875
0.153,9.91561712
0.153,9.904136035
0.153,9.986441995
0.153,9.852694810000001
0.153,9.913529650000001
0.154,9.92217774
0.154,9.92337058
0.154,9.90517977
0.154,9.90488156
0.154,9.939026605
0.154,9.88698896
0.168,9.900855725000001
0.168,9.924414315
0.168,9.911293075
0.168,9.904583350000001
0.168,9.92486163
0.168,9.920835795
0.168,9.920835795
0.168,9.877297135000001
0.168,9.936939135000001
0.168,9.92187953
0.169,9.91710817
0.169,9.90935471
0.169,9.91144218
0.169,9.92247595
0.169,9.880577445
0.169,9.899961095
0.169,9.906521715
0.169,9.92486163
0.169,9.86164111
0.169,9.847774345000001
0.169,9.903241405000001
0.169,9.925159840000001
0.17,9.89533884
0.17,9.906521715
0.184,9.864325000000001
0.184,9.89504063
0.184,9.874315035
0.184,9.94901664
0.184,9.910696655
0.184,9.91442428
0.184,9.955129945000001
0.184,9.936790030000001
0.185,9.882664915000001
0.185,9.941710495
0.185,9.91323144
0.185,9.94692917
0.185,9.927992835000001
0.185,9.968847605
0.185,9.916064435000001
0.185,9.89325137
0.185,9.85985185
0.185,9.95199874
0.185,9.92575626
0.186,9.909503815
0.186,9.930676725
0.186,9.870885620000001
0.186,9.910100235
0.186,9.885199700000001
0.186,9.887138065
0.2,9.86641247
0.2,9.89623347
0.2,9.93142225
0.2,9.88102476
0.2,9.92575626
0.2,9.907416345
0.2,9.922923265
0.201,9.910398445
0.201,9.923817895000001
0.201,9.88967285
0.201,9.93529898
0.201,9.898470045
0.201,9.915169805
0.201,9.894891525
0.201,9.879086395
0.201,9.955428155
0.201,9.944096175
0.202,9.884752385
0.202,9.924414315
0.202,9.91084576
0.202,9.89086569
0.202,9.906223505
0.202,9.900557515000001
0.202,9.914573385
0.202,9.890120165
0.202,9.86402679
0.216,9.915766225
0.216,9.90160125
0.216,9.9001102
0.216,9.910100235
0.216,9.910398445
0.216,9.947078275
0.216,9.89086569
0.216,9.89891736
0.216,9.899961095
0.216,9.915020700000001
0.216,9.917257275
0.217,9.935149875
0.217,9.92486163
0.217,9.96213788
0.217,9.91651175
0.217,9.875209665
0.217,9.93201867
0.217,9.90100483
0.217,9.870885620000001
0.217,9.944692595000001
0.217,9.92724731
0.217,9.865816050000001
0.218,9.89891736
0.218,9.91442428
0.218,9.887138065
0.218,9.886243435
0.218,9.87416593
0.232,9.906521715
0.232,9.90517977
0.232,9.871929355
0.232,9.903241405000001
0.232,9.91263502
0.232,9.878489975
0.232,9.936640925
0.232,9.930378515000001
0.232,9.9180028
0.232,9.888330905
0.233,9.902644985
0.233,9.91919564
0.233,9.898768255
0.233,9.886243435
0.233,9.909951130000001
0.233,9.90756545
0.233,9.926799995
0.233,9.91949385
0.233,9.88460328
0.233,9.894593315
0.233,9.90488156
0.234,9.864325000000001
0.234,9.91919564
0.234,9.891909425
0.234,9.86790352
0.248,9.936939135000001
0.248,9.85388765
0.248,9.91263502
0.248,9.896829890000001
0.248,9.936640925
0.248,9.87804266
0.248,9.909951130000001
0.248,9.880577445
0.248,9.925308945000001
0.248,9.94633275
0.249,9.901750355
0.249,9.903539615
0.249,9.930378515000001
0.249,9.93738645
0.249,9.893102265000001
0.249,9.944841700000001
0.249,9.907118135000001
0.249,9.87416593
0.249,9.874762350000001
0.249,9.913678755000001
0.249,9.923221475
0.249,9.94364886
0.25,9.873122195
0.25,9.858062590000001
0.25,9.922625055000001
0.25,9.904583350000001
0.264,9.914275175
0.264,9.917555485000001
0.264,9.882664915000001
0.264,9.91979206
0.264,9.898470045
0.264,9.90756545
0.264,9.916362645000001
0.264,9.908907395
0.264,9.90368872
0.264,9.947227380000001
0.265,9.898171835000001
0.265,9.88609433
0.265,9.868201730000001
0.265,9.933360615
0.265,9.893698685
0.265,9.925905365
0.265,9.877446240000001
0.265,9.89742631
0.265,9.9090565
0.265,9.93022941
0.265,9.881322970000001
0.265,9.908310975000001
0.266,9.847177925
0.266,9.91979206
0.266,9.902048565000001
0.266,9.905925295000001
0.28,9.923967000000001
0.28,9.897873625
0.28,9.907416345
0.28,9.85508049
0.28,9.934255245000001
0.28,9.883857755000001
0.28,9.88579612
0.28,9.925458050000001
0.28,9.980925110000001
0.28,9.867157995000001
0.281,9.950358585
0.281,9.934404350000001
0.281,9.909802025000001
0.281,9.930527620000001
0.281,9.86521963
0.281,9.973917175
0.281,9.97346986
0.281,9.926501785000001
0.281,9.893698685
0.281,9.918450115
0.281,9.911889495
0.281,9.90398693
0.282,9.8732713
0.282,9.904136035
0.282,9.895189735
0.296,9.919344745
0.296,9.91919564
0.296,9.877297135000001
0.296,9.861193795
0.296,9.86641247
0.296,9.877297135000001
0.296,9.909652920000001
0.296,9.910100235
0.296,9.893698685
0.296,9.9030923
0.296,9.913827860000001
0.297,9.865368735
0.297,9.882515810000001
0.297,9.911293075
0.297,9.91591533
0.297,9.896829890000001
0.297,9.871929355
0.297,9.889225535000001
0.297,9.927098205
0.297,9.907118135000001
0.297,9.916362645000001
0.297,9.921432215000001
0.297,9.900855725000001
0.298,9.864474105000001
0.298,9.917555485000001
0.298,9.916362645000001
0.312,9.88191939
0.312,9.86790352
0.312,9.933211510000001
0.312,9.93261509
0.312,9.899513780000001
0.312,9.909652920000001
0.312,9.883857755000001
0.312,9.86790352
0.312,9.902197670000001
0.312,9.881472075000001
0.313,9.924116105000001
0.313,9.91859922
0.313,9.945587225
0.313,9.862983055
0.313,9.929483885
0.313,9.9090565
0.313,9.9209849
0.313,9.943797965
0.313,9.910696655
0.313,9.942605125
0.313,9.90428514
0.313,9.89384779
0.314,9.89205853
0.314,9.925010735
0.314,9.90547798
0.314,9.92963299
0.328,9.923967000000001
0.328,9.913082335
0.328,9.9030923
0.328,9.91263502
0.328,9.92754552
0.328,9.88997106
0.328,9.853738545
0.328,9.877595345000001
0.328,9.890716585
0.328,9.885199700000001
0.329,9.905030665
0.329,9.911293075
0.329,9.93619361
0.329,9.899364675000001
0.329,9.892207635
0.329,9.947078275
0.329,9.910398445
0.329,9.953937105000001
0.329,9.901899460000001
0.329,9.87983192
0.329,9.926799995
0.329,9.930080305
0.33,9.894593315
0.33,9.945885435000001
0.33,9.894891525
0.33,9.900259305
0.344,9.921134005
0.344,9.908460080000001
0.344,9.883857755000001
0.344,9.89921557
0.344,9.91084576
0.344,9.879981025000001
0.344,9.92068669
0.345,9.86521963
0.345,9.900557515000001
0.345,9.88042834
0.345,9.913380545
0.345,9.86909636
0.345,9.879086395
0.345,9.89384779
0.345,9.877297135000001
0.345,9.907267240000001
0.345,9.90547798
0.345,9.940517655
0.346,9.925458050000001
0.346,9.90040841
0.346,9.91472249
0.346,9.934255245000001
0.346,9.920239375000001
0.346,9.977048380000001
0.346,9.9120386
0.346,9.919344745
0.36,9.90100483
0.36,9.899066465
0.36,9.923221475
0.36,9.88042834
0.36,9.886839855
0.36,9.910994865000001
0.36,9.87893729
0.36,9.88669075
0.36,9.90696903
0.361,9.900557515000001
0.361,9.925308945000001
0.361,9.87595519
0.361,9.931571355
0.361,9.9001102
0.361,9.841213725000001
0.361,9.93142225
0.361,9.958857570000001
0.361,9.944096175
0.361,9.913827860000001
0.361,9.900557515000001
0.361,9.885945225
0.362,9.934851665
0.362,9.916362645000001
0.362,9.897575415
0.362,9.901899460000001
0.362,9.90130304
0.376,9.90637261
0.376,9.890120165
0.376,9.906521715
0.376,9.91174039
0.376,9.863877685
0.376,9.92426521
0.376,9.940219445
0.376,9.939921235
0.377,9.92724731
0.377,9.948867535
0.377,9.911293075
0.377,9.925607155
0.377,9.89235674
0.377,9.918450115
0.377,9.938728395
0.377,9.924414315
0.377,9.88102476
0.377,9.92366879
0.377,9.9299312
0.378,9.86790352
0.378,9.92873836
0.378,9.94394707
0.378,9.87893729
0.378,9.904732455000001
0.378,9.918748325000001
0.392,9.913678755000001
0.392,9.913678755000001
0.392,9.904434245000001
0.392,9.9269491
0.392,9.920537585
0.392,9.93201867
0.392,9.886839855
0.392,9.91591533
0.393,9.895487945000001
0.393,9.879981025000001
0.393,9.85716796
0.393,9.905627085
0.393,9.903539615
0.393,9.9030923
0.393,9.882963125
0.393,9.902644985
0.393,9.93261509
0.393,9.864474105000001
0.393,9.878489975
0.393,9.875507875
0.394,9.916959065
0.394,9.91651175
0.394,9.921432215000001
0.394,9.916362645000001
0.394,9.894891525
0.394,9.887138065
0.408,9.935448085
0.408,9.92456342
0.408,9.96452356
0.408,9.93231688
0.408,9.923519685
0.408,9.95140232
0.408,9.91680996
0.408,9.896829890000001
0.408,9.879086395
0.409,9.917704590000001
0.409,9.881322970000001
0.409,9.861939320000001
0.409,9.8673071
0.409,9.881173865000001
0.409,9.927992835000001
0.409,9.89861915
0.409,9.892207635
0.409,9.935746295000001
0.409,9.85746617
0.409,9.888330905
0.41,9.923519685
0.41,9.90667082
0.41,9.912784125
0.41,9.91531891
0.41,9.919046535
0.41,9.93082583
0.424,9.935597190000001
0.424,9.915468015
0.424,9.898022730000001
0.425,9.9120386
0.425,9.887138065
0.425,9.931869565000001
0.425,9.90279409
0.425,9.890418375000001
0.425,9.907267240000001
0.425,9.915468015
0.425,9.92635268
0.425,9.88370865
0.425,9.904434245000001
0.426,9.882664915000001
0.426,9.916660855
0.426,9.952147845
0.426,9.917853695
0.426,9.91979206
0.426,9.908460080000001
0.426,9.88430507
0.426,9.899364675000001
0.426,9.91531891
0.426,9.89891736
0.426,9.926501785000001
0.427,9.92873836
0.427,9.933658825
0.44,9.945885435000001
0.44,9.954980840000001
0.44,9.92844015
0.44,9.899066465
0.44,9.885348805000001
0.44,9.92635268
0.44,9.88698896
0.44,9.892953160000001
0.44,9.92038848
0.441,9.926799995
0.441,9.878489975
0.441,9.88758538
0.441,9.87148204
0.441,9.9120386
0.441,9.900557515000001
0.441,9.85895722
0.441,9.91859922
0.441,9.846283295000001
0.441,9.906819925
0.441,9.90875829
0.441,9.900706620000001
0.442,9.88669075
0.442,9.893400475
0.442,9.93231688
0.442,9.8523966
0.442,9.91651175
0.442,9.92635268
0.456,9.875209665
0.456,9.969294920000001
0.456,9.936044505
0.456,9.895637050000001
0.456,9.892804055000001
0.456,9.91174039
0.456,9.914871595000001
0.456,9.962585195
0.456,9.884752385
0.456,9.89653168
0.457,9.8822176
0.457,9.89146211
0.457,9.89653168
0.457,9.867157995000001
0.457,9.90040841
0.457,9.860895585
0.457,9.925308945000001
0.457,9.89086569
0.457,9.943350650000001
0.457,9.88848001
0.457,9.916362645000001
0.457,9.93798287
0.458,9.951551425
0.458,9.93142225
0.458,9.905627085
0.472,9.882664915000001
0.472,9.89921557
0.472,9.962585195
0.472,9.89235674
0.472,9.895189735
0.472,9.927098205
0.472,9.907267240000001
0.472,9.861492005
0.472,9.90130304
0.472,9.891760320000001
0.473,9.894593315
0.473,9.878191765
0.473,9.93917571
0.473,9.890269270000001
0.473,9.88490149
0.473,9.8792355
0.473,9.904583350000001
0.473,9.891760320000001
0.473,9.867754415
0.473,9.940964970000001
0.473,9.896382575
0.473,9.89653168
0.474,9.916213540000001
0.474,9.887883590000001
0.474,9.925458050000001
0.488,9.95170053
0.488,9.89921557
0.488,9.86999099
0.488,9.915169805
0.488,9.92963299
0.488,9.908012765
0.488,9.93768466
0.488,9.912187705000001
0.488,9.910696655
0.488,9.92426521
0.489,9.925308945000001
0.489,9.910100235
0.489,9.898470045
0.489,9.885647015
0.489,9.91442428
0.489,9.923817895000001
0.489,9.922625055000001
0.489,9.86521963
0.489,9.89265495
0.489,9.86611426
0.489,9.91919564
0.49,9.855378700000001
0.49,9.908907395
0.49,9.88490149
0.49,9.88549791
0.49,9.906074400000001
0.504,9.918897430000001
0.504,9.926203575
0.504,9.902644985
0.504,9.907416345
0.504,9.91531891
0.504,9.926203575
0.504,9.884752385
0.504,9.91323144
0.504,9.93798287
0.504,9.89235674
0.504,9.91054755
0.505,9.873420405000001
0.505,9.903241405000001
0.505,9.88758538
0.505,9.912187705000001
0.505,9.91412607
0.505,9.873718615000001
0.505,9.906521715
0.505,9.89384779
0.505,9.9030923
0.505,9.879682815
0.505,9.939921235
0.506,9.942157810000001
0.506,9.921581320000001
0.506,9.85329123
0.506,9.915169805
0.52,9.905328875
0.52,9.960795935
0.52,9.936342715
0.52,9.930676725
0.52,9.902644985
0.52,9.921432215000001
0.52,9.958112045
0.52,9.906521715
0.52,9.941412285
0.52,9.927396415
0.52,9.8971281
0.521,9.892207635
0.521,9.907416345
0.521,9.89653168
0.521,9.869543675000001
0.521,9.90398693
0.521,9.88490149
0.521,9.871034725000001
0.521,9.88997106
0.521,9.892207635
0.521,9.865666945000001
0.521,9.909951130000001
0.521,9.898171835000001
0.522,9.940964970000001
0.522,9.8702892
0.536,9.911293075
0.536,9.92635268
0.536,9.91979206
0.536,9.90249588
0.536,9.915169805
0.536,9.892804055000001
0.536,9.950656795
0.536,9.922326845
0.536,9.91949385
0.536,9.91561712
0.537,9.927098205
0.537,9.946183645000001
0.537,9.896978995000001
0.537,9.942903335
0.537,9.913529650000001
0.537,9.90100483
0.537,9.905030665
0.537,9.909802025000001
0.537,9.857317065
0.537,9.91054755
0.537,9.912784125
0.537,9.860895585
0.538,9.91412607
0.538,9.882515810000001
0.538,9.87804266
0.538,9.893698685
0.552,9.955129945000001
0.552,9.899961095
0.552,9.965418190000001
0.552,9.93738645
0.552,9.921432215000001
0.552,9.938728395
0.552,9.92307237
0.552,9.91144218
0.552,9.89235674
0.552,9.907118135000001
0.552,9.86521963
0.553,9.93619361
0.553,9.918897430000001
0.553,9.889225535000001
0.553,9.902048565000001
0.553,9.910398445
0.553,9.872376670000001
0.553,9.88460328
0.553,9.944096175
0.553,9.88072655
0.553,9.902943195
0.553,9.91442428
0.553,9.896084365
0.554,9.85746617
0.554,9.87953371
0.554,9.916660855
0.568,9.902943195
0.568,9.922625055000001
0.568,9.91293323
0.568,9.931869565000001
0.568,9.91979206
0.568,9.893102265000001
0.568,9.917704590000001
0.568,9.887138065
0.568,9.907267240000001
0.569,9.92605447
0.569,9.913678755000001
0.569,9.958112045
0.569,9.9120386
0.569,9.897277205
0.569,9.890716585
0.569,9.86372858
0.569,9.927992835000001
0.569,9.917257275
0.569,9.87297309
0.569,9.91710817
0.569,9.924116105000001
0.57,9.89981199
0.57,9.91919564
0.57,9.933658825
0.57,9.84464314
0.57,9.968251185
0.584,9.886243435
0.584,9.895786155
0.584,9.91591533
0.584,9.973320755000001
0.584,9.932167775
0.584,9.9180028
0.584,9.88997106
0.584,9.905925295000001
0.584,9.932167775
0.584,9.92724731
0.584,9.92247595
0.585,9.892207635
0.585,9.94812201
0.585,9.91293323
0.585,9.88758538
0.585,9.92814194
0.585,9.931273145
0.585,9.905328875
0.585,9.891014795
0.585,9.940815865000001
0.585,9.901750355
0.585,9.913678755000001
0.586,9.936790030000001
0.586,9.8822176
0.586,9.914871595000001
0.586,9.931869565000001
0.6,9.899513780000001
0.6,9.875209665
0.6,9.901899460000001
0.6,9.858808115
0.6,9.911293075
0.6,9.907416345
0.6,9.93798287
0.601,9.876402505
0.601,9.913976965
0.601,9.942605125
0.601,9.908310975000001
0.601,9.929185675000001
0.601,9.93649182
0.601,9.954980840000001
0.601,9.919941165000001
0.601,9.902644985
0.601,9.890716585
0.602,9.904434245000001
0.602,9.87595519
0.602,9.89623347
0.602,9.937833765
0.602,9.910398445
0.602,9.94424528
0.602,9.894295105000001
0.602,9.901899460000001
0.616,9.908609185000001
0.616,9.936640925
0.616,9.83778431
0.616,9.868947255
0.616,9.925905365
0.616,9.902197670000001
0.616,9.893102265000001
0.617,9.891760320000001
0.617,9.893102265000001
0.617,9.915468015
0.617,9.87953371
0.617,9.95855936
0.617,9.93112404
0.617,9.93261509
0.617,9.91979206
0.617,9.913976965
0.617,9.896084365
0.617,9.899066465
0.618,9.943797965
0.618,9.91144218
0.618,9.893400475
0.618,9.941710495
0.618,9.928291045
0.618,9.909802025000001
0.618,9.909503815
0.618,9.935448085
0.618,9.894146000000001
0.632,9.9120386
0.632,9.9478238
0.632,9.935448085
0.632,9.913678755000001
0.632,9.92754552
0.632,9.942605125
0.632,9.894593315
0.632,9.910398445
0.632,9.922326845
0.633,9.91680996
0.633,9.893400475
0.633,9.917853695
0.633,9.908460080000001
0.633,9.948867535
0.633,9.92456342
0.633,9.92038848
0.633,9.913082335
0.633,9.869245465
0.633,9.951551425
0.633,9.874315035
0.634,9.94394707
0.634,9.92307237
0.634,9.84583598
0.634,9.86223753
0.634,9.933658825
0.634,9.92426521
0.648,9.876700715
0.648,9.909802025000001
0.648,9.912784125
0.648,9.94901664
0.648,9.863281265000001
0.648,9.88579612
0.648,9.909951130000001
0.648,9.928887465
0.648,9.96601461
0.648,9.908609185000001
0.648,9.922625055000001
0.649,9.865666945000001
0.649,9.883261335
0.649,9.934851665
0.649,9.874613245
0.649,9.88370865
0.649,9.898768255
0.649,9.924116105000001
0.649,9.837336995000001
0.649,9.886839855
0.649,9.92247595
0.649,9.933062405000001
0.649,9.904136035
0.65,9.87416593
0.65,9.877446240000001
0.664,9.921134005
0.664,9.90547798
0.664,9.824215755
0.664,9.894593315
0.664,9.860746480000001
0.664,9.909503815
0.664,9.91144218
0.664,9.909652920000001
0.664,9.917555485000001
0.664,9.899961095
0.665,9.928291045
0.665,9.920239375000001
0.665,9.935746295000001
0.665,9.916959065
0.665,9.915468015
0.665,9.92814194
0.665,9.899066465
0.665,9.944841700000001
0.665,9.949463955
0.665,9.910696655
0.665,9.92724731
0.665,9.938131975000001
0.666,9.93112404
0.666,9.90488156
0.666,9.92217774
0.68,9.930974935
0.68,9.910696655
0.68,9.904434245000001
0.68,9.85865901
0.68,9.8911639
0.68,9.905030665
0.68,9.892804055000001
0.68,9.875806085
0.68,9.94275423
0.68,9.895786155
0.681,9.90637261
0.681,9.96124325
0.681,9.932913300000001
0.681,9.89056748
0.681,9.909205605
0.681,9.93738645
0.681,9.872525775
0.681,9.942306915
0.681,9.875507875
0.681,9.898022730000001
0.681,9.90398693
0.681,9.914275175
0.682,9.890269270000001
0.682,9.90875829
0.682,9.91651175
0.682,9.922028635
0.696,9.92754552
0.696,9.903837825
0.696,9.912187705000001
0.696,9.92038848
0.696,9.893996895
0.696,9.85508049
0.696,9.88967285
0.696,9.858808115
0.696,9.92635268
0.696,9.96631282
0.696,9.890269270000001
0.697,9.940219445
0.697,9.930676725
0.697,9.917704590000001
0.697,9.920835795
0.697,9.88698896
0.697,9.90786366
0.697,9.9388775
0.697,9.91263502
0.697,9.927396415
0.697,9.94961306
0.697,9.909951130000001
0.697,9.914871595000001
0.698,9.91174039
0.698,9.86790352
0.698,9.914871595000001
0.712,9.92038848
0.712,9.910100235
0.712,9.910398445
0.712,9.87684982
0.712,9.887138065
0.712,9.87535877
0.712,9.887436275
0.712,9.851949285
0.712,9.887138065
0.712,9.9120386
0.712,9.90667082
0.713,9.896978995000001
0.713,9.868499940000001
0.713,9.91442428
0.713,9.870736515
0.713,9.906223505
0.713,9.898470045
0.713,9.908907395
0.713,9.919941165000001
0.713,9.860597375000001
0.713,9.91412607
0.713,9.931869565000001
0.713,9.860448270000001
0.714,9.94275423
0.714,9.885199700000001
0.714,9.908460080000001
0.728,9.90040841
0.728,9.925308945000001
0.728,9.93798287
0.728,9.879384605
0.728,9.89981199
0.728,9.93082583
0.728,9.91412607
0.728,9.878639080000001
0.728,9.891014795
0.728,9.87207846
0.729,9.87446414
0.729,9.87684982
0.729,9.89533884
0.729,9.93231688
0.729,9.905776190000001
0.729,9.93738645
0.729,9.957515625000001
0.729,9.913082335
0.729,9.902943195
0.729,9.946780065
0.729,9.926501785000001
0.73,9.910398445
0.73,9.911591285
0.73,9.929185675000001
0.73,9.925308945000001
0.73,9.909802025000001
0.744,9.896084365
0.744,9.92307237
0.744,9.908907395
0.744,9.889523745
0.744,9.881173865000001
0.744,9.916213540000001
0.744,9.87565698
0.744,9.874016825
0.744,9.91531891
0.744,9.87058741
0.745,9.897277205
0.745,9.916959065
0.745,9.911591285
0.745,9.924116105000001
0.745,9.89265495
0.745,9.913827860000001
0.745,9.90398693
0.745,9.874016825
0.745,9.921730425
0.745,9.90279409
0.745,9.8792355
0.745,9.921134005
0.746,9.901153935
0.746,9.897277205
0.746,9.8911639
0.746,9.903390510000001
0.76,9.887436275
0.76,9.905030665
0.76,9.89146211
0.76,9.90696903
0.76,9.914871595000001
0.76,9.90488156
0.76,9.89593526
0.76,9.9209849
0.76,9.86999099
0.76,9.898470045
0.761,9.88698896
0.761,9.898470045
0.761,9.917704590000001
0.761,9.903837825
0.761,9.878489975
0.761,9.922923265
0.761,9.89623347
0.761,9.923519685
0.761,9.891909425
0.761,9.879682815
0.761,9.926203575
0.761,9.88430507
0.762,9.923221475
0.762,9.949463955
0.762,9.886392540000001
0.762,9.970935075
0.776,9.947972905
0.776,9.89891736
0.776,9.904136035
0.776,9.89384779
0.776,9.886243435
0.776,9.938281080000001
0.776,9.90517977
0.776,9.88430507
0.776,9.92486163
0.776,9.89861915
0.776,9.895786155
0.777,9.895189735
0.777,9.885050595000001
0.777,9.90130304
0.777,9.921432215000001
0.777,9.87446414
0.777,9.908310975000001
0.777,9.936939135000001
0.777,9.936342715
0.777,9.899662885
0.777,9.913380545
0.777,9.91651175
0.778,9.94573633
0.778,9.878489975
0.778,9.887138065
0.792,9.902644985
0.792,9.93857929
0.792,9.894146000000001
0.792,9.931273145
0.792,9.90249588
0.792,9.883559545
0.792,9.9358954
0.792,9.877893555
0.793,9.90875829
0.793,9.930080305
0.793,9.932167775
0.793,9.899961095
0.793,9.883559545
0.793,9.868052625
0.793,9.928887465
0.793,9.921134005
0.793,9.90935471
0.793,9.90130304
0.793,9.92605447
0.794,9.9418596
0.794,9.944692595000001
0.794,9.9478238
0.794,9.920835795
0.794,9.94633275
0.794,9.85448407
0.794,9.892953160000001
0.808,9.909951130000001
0.808,9.896680785000001
0.808,9.927694625
0.808,9.918151905
0.808,9.88430507
0.808,9.95945399
0.808,9.884006860000001
0.808,9.904583350000001
0.808,9.900259305
0.809,9.917257275
0.809,9.890269270000001
0.809,9.90517977
0.809,9.919941165000001
0.809,9.905030665
0.809,9.933211510000001
0.809,9.848072555
0.809,9.92635268
0.809,9.920239375000001
0.809,9.93142225
0.809,9.90130304
0.809,9.930527620000001
0.81,9.890716585
0.81,9.93917571
0.81,9.894593315
0.81,9.913827860000001
0.81,9.885647015
0.824,9.93380793
0.824,9.940666760000001
0.824,9.933062405000001
0.824,9.934851665
0.824,9.91680996
0.824,9.897873625
0.824,9.89235674
0.824,9.951849635
0.824,9.89742631
0.824,9.872823985
0.825,9.908907395
0.825,9.894146000000001
0.825,9.884006860000001
0.825,9.852247495
0.825,9.87535877
0.825,9.914275175
0.825,9.950955005
0.825,9.89891736
0.825,9.893996895
0.825,9.908609185000001
0.825,9.89861915
0.826,9.9508059
0.826,9.891909425
0.826,9.899364675000001
0.826,9.89772452
0.826,9.92456342
0.84,9.874911455000001
0.84,9.946034540000001
0.84,9.903241405000001
0.84,9.92337058
0.84,9.92575626
0.84,9.91651175
0.84,9.960348620000001
